Ime,Priljubljenost,Cena [£],Vrsta izdelka,Podjetje,Avtor,Jezik,Število vzorcev,Število strani,Raven znanja 
Cool Shirt - Free Crochet Pattern for Women in Paintbox Yarns Cotton Mix DK by Paintbox Yarns,640,0.00,Tops,Paintbox Yarns,Paintbox Yarns,English,1,5,Intermediate
Rainbow crochet wall hanging,641,4.33,Homeware,Independent Designer,ChicaOutlet,English|Spanish,1,36,Beginner
White Lace Baby Blanket,642,4.00,Homeware,Independent Designer,Hannah Cross,English,1,4,Intermediate
Oddish by AradiyaToys,643,0.00,Toys,Independent Designer,AradiyaToys,English|French|German|Russian|Spanish,1,18,Intermediate
Liv Granny Square Adults Top,644,2.69,Tops,Independent Designer,isWoolish,English,1,31,Beginner
Halcyon Keychain,645,4.48,Accessories,Independent Designer,Christina Smith,English,1,10,Beginner
Basic Granny Square,646,0.00,Basic Granny Square,Independent Designer,Crafty Creations,English,1,1,Beginner
Cape with Hood # 395,647,4.10,Ponchos,Independent Designer,Meadowvale Studio,English,1,16,Intermediate
Crochet Cherry Blossom,648,0.00,Homeware,Independent Designer,Roseanna Murray,English,1,,Beginner
Beleza Bralette,649,4.80,Tops,Independent Designer,Travelling Threads Crochet,English,1,,Intermediate
Brightest Star Blanket UK,650,4.25,Homeware,Independent Designer,Kerry Jayne Designs,English,1,15,Intermediate
Balloon Sleeve Bomber,651,4.13,Cardigans,Independent Designer,KingAndEye,English,1,11,Beginner
Little Bear Hooded Baby Blanket #157,652,4.10,Homeware,Independent Designer,Cali Chic Baby,English,1,12,Intermediate
2 1/2 Hour Nap,653,0.00,Cardigans,Independent Designer,MADuNaier,English,1,6,Intermediate
Unraveled sheep bookmark,654,1.94,Homeware,Independent Designer,Justyna Kacprzak,English,1,,Intermediate
Shrek Amigurumi,655,0.00,Toys,Independent Designer,Ternura Amigurumi,English,1,8,Intermediate
Pig Bookmark Crochet Pattern,656,3.67,Toys,Independent Designer,Supergurumi,Dutch|English|French|German|Spanish,1,36,Intermediate
Amigurumi big bear,657,1.74,Toys,Independent Designer,D&I CREATIONS,English,1,,Beginner
Octopi the little octopus - critter stitch crochet pattern / amigurumi,658,3.82,Toys,Independent Designer,Critter Stitch,English,1,8,Intermediate
Easy Street Hat in Caron Simply Soft - Downloadable PDF,659,0.00,Hats,Caron,,English,1,2,Beginner
Bear Love Blanket,660,4.75,Homeware,Independent Designer,Kerry Jayne Designs,English,1,30,Beginner
Round bag with raffia yarn,661,3.36,Accessories,Independent Designer,Anna Kuznietsova,English,1,,Beginner
Happy Sun hat,662,2.45,Accessories,Independent Designer,Kerry Jayne Designs,English,1,7,Beginner
Checked Blanket in Bernat Bernat Alize Blanket-EZ - Downloadable PDF,663,0.00,Blankets,Bernat,,English,1,2,Beginner
Almaith,664,3.49,Tops,Independent Designer,Caroline Murphy,English,1,4,Intermediate
Crochet dog Pattern Puppy Dog Amigurumi Pattern for Beginners PDF,665,2.61,Amigurumi,Independent Designer,Preppy Owl Patterns,English,1,,Beginner
Harlequin Shawl in Caron Simply Soft & Simply Soft Paints - Downloadable PDF,666,0.00,Shawls,Caron,Margret Willson,English,1,2,Beginner
Double Knit Baby Bear Beanie,667,3.50,Hats,Independent Designer,Crafty Stuff Baby Knits,English,1,,Intermediate
Lightweight cardigan,668,3.73,Cardigans,Independent Designer,KnitcroAddict,English,1,5,Beginner
Cardigan sweater,669,3.73,Cardigans,Independent Designer,KnitcroAddict,English,1,5,Beginner
Blanket in Hayfield Baby Blossom DK - 5231 - Downloadable PDF,670,3.85,Blankets,Hayfield,Sirdar,English,1,2,Intermediate
Tiny the Triceratops,671,4.00,Toys,Independent Designer,The Clumsy Unicorn,English,1,22,Beginner
City Chic Fold Over Shrug,672,4.50,Boleros,Independent Designer,Nicole Wang,English,1,,Beginner
Canadian Maple Leaf Coaster,673,0.00,Homeware,Independent Designer,Ira Rott,English,1,8,Intermediate
Pyramid Doorstop,674,3.50,Homeware,Independent Designer,Veronika Cromwell,English,1,,Beginner
Chevron Dip,675,3.73,Tops,Independent Designer,Detroit Knots,English,1,,Intermediate
Mughetto Top in Adriafil Rafia - Downloadable PDF,676,0.00,Tops,Adriafil,,English,1,2,
Squarey Sweater,677,4.80,Sweaters,Independent Designer,BabyCrochetDesigns,English,1,25,Intermediate
Grim Reaper,678,2.98,Toys,Independent Designer,AnnieCraft,English,1,9,Beginner
Crochet Round Little Cotton Facial Cleaning Pads,679,3.50,Homeware,Independent Designer,D D Wilder,English,1,2,Beginner
Hardware Heaven - Steampunk Corset,680,3.21,Hardware Heaven - Steampunk Corset,Independent Designer,Sarahjanedesigns,English,1,8,Intermediate
Crafty CC Flower,681,0.00,Crafty CC Flower,Independent Designer,Crafty CC,English,1,3,Intermediate
Mini Spiderman,682,2.54,Toys,Independent Designer,Karol Torres Handmade,English|Spanish,1,8,Intermediate
Here Comes The Sun Scarf,683,6.00,Accessories,Independent Designer,Melu Crochet,English,1,14,Beginner
Crochet Baby Star Blanket Wrap Cozy,684,2.20,Crochet Baby Star Blanket Wrap Cozy,Independent Designer,Souma,English,1,17,Intermediate
Robin,685,3.49,Homeware,Independent Designer,Little Conkers,English|French,1,12,Intermediate
Star Blanket in Bernat Baby Coordinates Solids,686,0.00,Blankets,Bernat,,English,1,,
Kid's Boater Brim raffia Hat crochet pattern,687,2.98,Accessories,Independent Designer,Veronika Ryzhkova,English,1,,Intermediate
Moondance Cardigan,688,3.73,Cardigans,Independent Designer,City Farmhouse Studio,English,1,7,Intermediate
Recycled (t-shirt) yarn basket-100,689,2.54,Homeware,Independent Designer,Sepand Design,English,1,12,Beginner
Clog Liners,690,2.53,Socks,Independent Designer,Cobbler's Cabin,English,1,8,Intermediate
Dinosaur Egg,691,1.64,Toys,Independent Designer,Crafty Creations,English,1,3,Beginner
Squishy Baby Spider,692,0.00,Toys,Independent Designer,Jade Gauthier-Boutin,English|French,1,10,Intermediate
Amigurumi Pumpkins,693,0.00,Toys,Independent Designer,Mevlinn Gusick,English,1,4,Intermediate
Border :: Tea Towel Edging,694,5.00,Homeware,Independent Designer,Crochet Tea Party,English,1,2,Intermediate
Bluebell Flowers,695,0.00,Homeware,Independent Designer,Roseanna Murray,English,1,2,Intermediate
Chunky Heart Cushion,696,3.36,Homeware,Independent Designer,Angela Paul,English,1,,Beginner
Rosen Top,697,4.80,Dresses,Independent Designer,MillieRoseUK,English,1,3,Intermediate
EASY DK KNITTING PATTERN CHRISTMAS PUDDING BABY HAT BOOTIES PREM NEWBORN 3 MTHS,698,2.40,Baby Hats,Independent Designer,Anglesey's Treasures,English,1,2,Beginner
Stitch der Alien Fanart Amigurumi Anleitung,699,0.00,Toys,Independent Designer,Roxy's Crochet,German,1,10,Intermediate
Heartalls (Square Bib Version),700,5.97,Heartalls (Square Bib Version),Independent Designer,Savannah Price,English,1,,Beginner
Colorful Flower Bag in Schachenmayr Catania - S9023 - Downloadable PDF,701,0.00,Bags,Schachenmayr,,Dutch|English|French|German,1,3,
Frozen Wig Hat,702,4.10,Baby Hats,Independent Designer,Christy Hills,English,1,4,Beginner
Harlequin Bag in Lion Brand 24/7 Cotton - Downloadable PDF,703,0.00,Harlequin Bag in Lion Brand 24/7 Cotton - Downloadable PDF,Lion Brand,,English,1,3,Beginner
Baby moses basket,704,4.10,Baby moses basket,Independent Designer,GBCROCHETPATTERNS,English,1,16,Intermediate
Magical Garden Cardigan,705,6.27,Cardigans,Independent Designer,Sam Bartley,English,1,,Beginner
Carnation flower,706,0.00,Homeware,Independent Designer,Luna Crochet Designs,English,1,5,Beginner
Barella Striped Blanket in Lion Brand Touch of Alpaca Thick & Quick - M22087 TATQ - Downloadable PDF,707,0.00,Blankets,Lion Brand,Kristi Simpson,English,1,3,Beginner
Hotdog the Dachshund Crochet Pattern Amigurumi,708,4.80,Toys,Independent Designer,Firefly Crochet,English,1,16,Beginner
Bellamore dress,709,6.99,Dresses,Independent Designer,lemaninelabcrochet,English|Italian,1,22,Intermediate
Leaping Spring Hare,710,4.75,Leaping Spring Hare,Independent Designer,KATE EASTWOOD,English,1,6,Intermediate
"""Charlotte"" Matinee Set 0-3mths",711,2.45,Coats,Independent Designer,Precious Little Bundles,English,1,8,Intermediate
Oscar the Little Bat - Free Toy Crochet Pattern For Halloween in Paintbox Yarns Cotton Aran by Paintbox Yarns,712,0.00,Toys,Paintbox Yarns,Irene Strange,English,1,5,Intermediate
Guru Guru Spirals blanket,713,4.10,Homeware,Independent Designer,Crochetlovemelbourne,English,1,,Intermediate
Sporty Chunky One-Piece Jacket,714,3.66,Jackets,Independent Designer,Nicole Wang,English,1,,Intermediate
Cleo the Clam,715,0.00,Toys,Independent Designer,Theresa,English,1,4,Beginner
Apples and Tomatoes Blanket,716,3.92,Homeware,Independent Designer,QuartermoonCrochet,English,1,,Beginner
Pink V-Stitch Baby Throw in Lion Brand Babysoft Prints - Downloadable PDF,717,0.00,Blankets,Lion Brand,Lion Brand,English,1,3,Beginner
Simple Crochet Cardigan Pattern for a Lady,718,2.49,Cardigans,Independent Designer,UK Craft Store,English,1,4,Beginner
Crochet Lovey Pattern Blanket Ginger Kitty Cat Kitten Security Blanket Crochet Lovey Blanket Toy Blankie Baby Blanket Toy Crochet Comforter Snuggle,719,4.00,Toys,Independent Designer,TatieSoftToys,English,1,17,Intermediate
Green Hill Palm Tree – Amigurumi Pattern (PDF),720,2.24,Toys,Independent Designer,Danielle Magalhães,English,1,12,Beginner
Little Bo Sheep Amigurumi in Lion Brand Go For Faux & Feels Like Butta - M21069 FB GF - Downloadable PDF,721,0.00,Toys,Lion Brand,Lion Brand,English,1,4,Beginner
Crochet Starfishes,722,0.78,Toys,Independent Designer,HelgaTee,English,1,,
Capybara Amigurumi,723,0.00,Amigurumi,Independent Designer,Made by Luna,English,1,7,Beginner
Mini elephant,724,1.79,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Revisto Mand in Hoooked Zpagetti Solids,725,0.00,Revisto Mand in Hoooked Zpagetti Solids,Hoooked,,Dutch|English|German,1,3,Beginner
Candy Twist Blanket,726,4.95,Homeware,Independent Designer,Harriet's Duck Crochet,English,1,20,Intermediate
5 sizes - NEO Crochet Crossed Baby Jacket,727,8.72,Cardigans,Independent Designer,Creativa Atelier,English,1,26,Intermediate
Floppy Brim Girls Hat,728,1.49,Accessories,Independent Designer,Kristine Mullen,English,1,,Beginner
Baby Cardigan in Lion Brand Touch Of Linen - M20048 TY - Downloadable PDF,729,0.00,Cardigans,Lion Brand,Sarah Zee & Lion Brand,English,1,5,Beginner
Pom Pom Baby Beanie,730,1.12,Baby Hats,Independent Designer,Nicola Rattley,English,1,2,Beginner
Easy Knit Baby Beanie Knitting Pattern 227,731,3.35,Baby Hats,Independent Designer,Posh Patterns,English,1,10,Beginner
Falling blossoms shawl,732,5.37,Accessories,Independent Designer,Ana D,English,1,4,Intermediate
Straight Up Scarf in Caron Simply Soft Brites - Downloadable PDF,733,0.00,Scarves & Shawls,Caron,,English,1,1,Beginner
"Crochet Sun Hat, Bucket Hat",734,4.48,Accessories,Independent Designer,Natalya1905,English,1,4,Beginner
Amigurumi Flower soft toy,735,2.62,Amigurumi,Independent Designer,Marika Uustare,English,1,,Beginner
Bursting With Love,736,4.99,Homeware,Independent Designer,Cute Crochet Makes,English,1,22,Intermediate
Animal Baby Blanket - Going Quackers,737,2.95,Homeware,Independent Designer,Helen Free,English,1,24,Intermediate
Mini Moule Hoodie,738,3.90,Sweaters,Independent Designer,The Moule Hole,English,1,15,Intermediate
Rose Windows,739,2.61,Accessories,Independent Designer,Jude Butterworth,English,1,8,Intermediate
Confetti Summer Top,740,5.24,Tops,Independent Designer,Leonela Cevallos,English,1,,Beginner
Beginner Single Crochet Dishcloth,741,4.48,Homeware,Independent Designer,Sonya Blackstone,English,1,6,Beginner
Decorative Teething Ring in Lion Brand Feels Like Butta - M23048 FB - Downloadable PDF,742,0.00,Toys,Lion Brand,Lion Brand,English,1,6,Beginner
CUP6 Shell matinee coat,743,3.30,Cardigans,Independent Designer,Mrs Shears,English,1,,
Flying Dragon,744,2.80,Homeware,Independent Designer,Yarn Mosaics by Melanie O'Kane,English,1,10,Intermediate
Crochet Pattern Pokémon Baby Charmander,745,1.66,Toys,Independent Designer,amigoll9,English,1,7,Beginner
Grinch,746,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,30,Intermediate
Viola Floral Top,747,0.00,Viola Floral Top,Independent Designer,Amanda Maciel,English,1,,Beginner
Poet Dog Sweater in Lion Brand Homespun - L32350,748,0.00,Pet Clothing,Lion Brand,,English,1,,
Pink Flamingo Amigurumi,749,0.00,Toys,Independent Designer,Amanda Maciel,English,1,8,Beginner
Nerida Scalloped Top,750,0.00,Nerida Scalloped Top,Independent Designer,Amanda Maciel,English,1,6,Beginner
Daisy Granny Square Cardigan,751,1.87,Cardigans,Independent Designer,AlenaCharity Limbithu,English,1,6,Intermediate
Pine Cone Cloth and Puff,752,3.00,Homeware,Independent Designer,Sandra Paul,English,1,14,Beginner
Granny Square Bags in Lily Sugar 'n Cream Solids,753,0.00,Accessories,Lily Sugar 'n Cream,,English,7,,
030 Bullfinch potholder decor,754,2.31,Homeware,Independent Designer,LittleOwlsHut,English,1,11,Intermediate
Knotted Beanie,755,2.46,Accessories,Independent Designer,Crafty Creations,English,1,3,Beginner
Waves Ladies Top,756,3.25,Tops,Independent Designer,Peach.Unicorn,English,1,4,Beginner
Beryl Shawl,757,5.00,Accessories,Independent Designer,Loopy Handmade,English,1,,Beginner
Velvet Scrunchies,758,0.00,Accessories,Independent Designer,Time to Yarn Me Up,English,1,19,Beginner
6-Day Viral Kid Blanket,759,2.98,Homeware,Independent Designer,Betty McKnit,English,1,,Beginner
QUATTRO STAGIONI CARDI,760,4.10,Cardigans,Independent Designer,Crojennifer,English,1,14,Beginner
Harvest Moon Floral Block,761,1.87,Cushions,Independent Designer,The Floral Hook,English,1,44,Intermediate
Minion Stuart by AradiyaToys,762,0.00,Toys,Independent Designer,AradiyaToys,English|French|German|Russian|Spanish,1,21,Intermediate
Precious Words One-Piece Baby Blanket,763,3.25,Homeware,Independent Designer,Peach.Unicorn,English,1,8,Beginner
Baby Octopus,764,0.00,Toys,Independent Designer,Jade Gauthier-Boutin,English|French,1,8,Beginner
143 TLC Designs HOUSE,765,3.73,Homeware,Independent Designer,Tricia Crow,English,1,,Beginner
Pretty Crochet Horse,766,4.47,Toys,Independent Designer,Heather Kumpf,English,1,,Beginner
Seamus Scally Cap (Child Sizes),767,4.48,Accessories,Independent Designer,Jenny Clayton,English,1,8,Intermediate
"Crochet Pattern Baby Blanket, Cardigan and Booties",768,1.19,Homeware,Independent Designer,TatjanaBoutique,English,1,8,Intermediate
Jacket in Lana Grossa Gomitolo Denim - 05 - Downloadable PDF,769,0.00,Cardigans,Lana Grossa,,English,1,3,Intermediate
Easy Poncho,770,1.68,Ponchos,Independent Designer,Kris of Light and Joy Designs,English,1,,Beginner
Boardwalk Bag,771,4.10,Accessories,Independent Designer,The Crochet Village,English,1,9,Intermediate
Hook Case,772,4.48,Hook Case,Independent Designer,Lori-Anne Carr,English,1,5,Intermediate
Bauhaus Circle C2C Crochet Pattern,773,4.37,Homeware,Independent Designer,KnitsMagic,English,1,26,Beginner
The Basic Bonnet,774,3.73,Baby Hats,Independent Designer,Sophiaknits87,English,1,4,Beginner
Crochet Cat Bookmark,775,2.40,Crochet Cat Bookmark,Independent Designer,IckleBuddies,English,1,8,Advanced
Rainfall Cardigan,776,5.60,Cardigans,Independent Designer,Little Golden Nook,English,1,9,Beginner
Simple Bobble Hat Jasper,777,4.00,Baby Hats,Independent Designer,Pure Hand Knits,English,1,24,Beginner
Gnome,778,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Baubles and Berries Wrap,779,5.00,Accessories,Independent Designer,Sandra Paul,English,1,11,Intermediate
Arrows Down Shawl,780,5.62,Accessories,Independent Designer,Atty*s,Dutch|English,1,22,Beginner
59 To The Moon,781,3.73,Homeware,Independent Designer,Tricia Crow,English,1,,Intermediate
So Natural Mandala,782,4.32,Homeware,Independent Designer,Renata Saj,Dutch|English,1,11,Intermediate
Sampler Squares Baby Blanket in Caron Simply Soft - Downloadable PDF,783,0.00,Blankets,Caron,,English,1,2,Intermediate
Ivy Leaves garland trail,784,2.50,Homeware,Independent Designer,Luna Crochet Designs,English,1,5,Beginner
Top Down Socks,785,0.00,Socks,Independent Designer,Cobbler's Cabin,English,1,3,Intermediate
International Women's Day flowers,786,0.00,Homeware,Independent Designer,Gava Crochet,English,1,2,Beginner
Frog Applique,787,1.87,Frog Applique,Independent Designer,Little Bamboo Handmade,English|French|German,1,22,Beginner
Baby Cardigan and Booties,788,1.09,Cardigans,Independent Designer,TatjanaBoutique,English,1,5,Intermediate
Wavy Waves Plant Hanger,789,1.87,Homeware,Independent Designer,Taralah Williams,English,1,13,Intermediate
Amigurumi Jellyfish Bella,790,5.60,Toys,Independent Designer,ayr@z,English,1,4,Beginner
Shoulders in the Sun Top - Free Crochet Pattern for Women in Paintbox Yarns Cotton DK & Metallic DK - Downloadable PDF,791,0.00,Tops,Paintbox Yarns,,English,1,7,Intermediate
Sweet Spring Green,792,2.99,Homeware,Independent Designer,Sweetpeafamily,English,1,3,Beginner
Tiny Snowflakes Baby Blanket in Caron Simply Soft - Downloadable PDF,793,0.00,Blankets,Caron,,English,1,2,Intermediate
Green Girl Dress,794,2.61,Dresses,Independent Designer,Crafting Wheel,English,1,6,Beginner
Amigurumi dragon Drachilein,795,0.00,Toys,Independent Designer,schneck007,German,1,39,Advanced
Seahorse crochet pattern keychain Amigurumi sea animal mini toy Car hanging Crochet keyring bag charm,796,2.53,Toys,Independent Designer,Viktoria Petakh,English,1,7,Beginner
Kylie Fingerless Mitts,797,0.00,Accessories,Independent Designer,Stefanie Bold,English|German,1,8,Beginner
Preemie hat,798,1.00,Baby Hats,Independent Designer,One Creative Cat,English,1,1,Beginner
FREE Crochet Oreo,799,0.00,Toys,Independent Designer,arianarosecreates,English,1,3,Beginner
Lil Denim Cardi,800,2.23,Sweaters,Independent Designer,Ashleigh Kiser | Sewrella,English,1,,Intermediate
Stripe a Pose Sweater,801,8.08,Sweaters,Independent Designer,CrochetHighway,English,1,14,Beginner
