Ime,Priljubljenost,Cena [£],Vrsta izdelka,Podjetje,Avtor,Jezik,Število vzorcev,Število strani,Raven znanja 
Hardware Heaven - Steampunk Corset,684,3.21,Hardware Heaven - Steampunk Corset,Independent Designer,Sarahjanedesigns,English,1,8,Intermediate
Crafty CC Flower,685,0.00,Crafty CC Flower,Independent Designer,Crafty CC,English,1,3,Intermediate
Mini Spiderman,686,2.52,Toys,Independent Designer,Karol Torres Handmade,English|Spanish,1,8,Intermediate
Here Comes The Sun Scarf,687,6.00,Accessories,Independent Designer,Melu Crochet,English,1,14,Beginner
Crochet Baby Star Blanket Wrap Cozy,688,2.18,Crochet Baby Star Blanket Wrap Cozy,Independent Designer,Souma,English,1,17,Intermediate
Robin,689,3.49,Homeware,Independent Designer,Little Conkers,English|French,1,12,Intermediate
Star Blanket in Bernat Baby Coordinates Solids,690,0.00,Blankets,Bernat,,English,1,,
Kid's Boater Brim raffia Hat crochet pattern,691,2.96,Accessories,Independent Designer,Veronika Ryzhkova,English,1,,Intermediate
Moondance Cardigan,692,3.70,Cardigans,Independent Designer,City Farmhouse Studio,English,1,7,Intermediate
Recycled (t-shirt) yarn basket-100,693,2.52,Homeware,Independent Designer,Sepand Design,English,1,12,Beginner
Clog Liners,694,2.51,Socks,Independent Designer,Cobbler's Cabin,English,1,8,Intermediate
Dinosaur Egg,695,1.63,Toys,Independent Designer,Crafty Creations,English,1,3,Beginner
Squishy Baby Spider,696,0.00,Toys,Independent Designer,Jade Gauthier-Boutin,English|French,1,10,Intermediate
Amigurumi Pumpkins,697,0.00,Toys,Independent Designer,Mevlinn Gusick,English,1,4,Intermediate
Border :: Tea Towel Edging,698,5.00,Homeware,Independent Designer,Crochet Tea Party,English,1,2,Intermediate
Bluebell Flowers,699,0.00,Homeware,Independent Designer,Roseanna Murray,English,1,2,Intermediate
Chunky Heart Cushion,700,3.33,Homeware,Independent Designer,Angela Paul,English,1,,Beginner
Rosen Top,701,4.80,Dresses,Independent Designer,MillieRoseUK,English,1,3,Intermediate
EASY DK KNITTING PATTERN CHRISTMAS PUDDING BABY HAT BOOTIES PREM NEWBORN 3 MTHS,702,2.40,Hats,Independent Designer,Anglesey's Treasures,English,1,2,Beginner
Stitch der Alien Fanart Amigurumi Anleitung,703,0.00,Toys,Independent Designer,Roxy's Crochet,German,1,10,Intermediate
Heartalls (Square Bib Version),704,5.92,Heartalls (Square Bib Version),Independent Designer,Savannah Price,English,1,,Beginner
Colorful Flower Bag in Schachenmayr Catania - S9023 - Downloadable PDF,705,0.00,Bags,Schachenmayr,,Dutch|English|French|German,1,3,
Frozen Wig Hat,706,4.07,Baby Hats,Independent Designer,Christy Hills,English,1,4,Beginner
Harlequin Bag in Lion Brand 24/7 Cotton - Downloadable PDF,707,0.00,Harlequin Bag in Lion Brand 24/7 Cotton - Downloadable PDF,Lion Brand,,English,1,3,Beginner
Baby moses basket,708,4.07,Baby moses basket,Independent Designer,GBCROCHETPATTERNS,English,1,16,Intermediate
Magical Garden Cardigan,709,6.22,Cardigans,Independent Designer,Sam Bartley,English,1,,Beginner
Carnation flower,710,0.00,Homeware,Independent Designer,Luna Crochet Designs,English,1,5,Beginner
Barella Striped Blanket in Lion Brand Touch of Alpaca Thick & Quick - M22087 TATQ - Downloadable PDF,711,0.00,Blankets,Lion Brand,Kristi Simpson,English,1,3,Beginner
Hotdog the Dachshund Crochet Pattern Amigurumi,712,4.74,Toys,Independent Designer,Firefly Crochet,English,1,16,Beginner
Bellamore dress,713,6.90,Dresses,Independent Designer,lemaninelabcrochet,English|Italian,1,22,Intermediate
Leaping Spring Hare,714,4.75,Leaping Spring Hare,Independent Designer,KATE EASTWOOD,English,1,6,Intermediate
"""Charlotte"" Matinee Set 0-3mths",715,2.45,Coats,Independent Designer,Precious Little Bundles,English,1,8,Intermediate
Oscar the Little Bat - Free Toy Crochet Pattern For Halloween in Paintbox Yarns Cotton Aran by Paintbox Yarns,716,0.00,Toys,Paintbox Yarns,Irene Strange,English,1,5,Intermediate
Guru Guru Spirals blanket,717,4.07,Homeware,Independent Designer,Crochetlovemelbourne,English,1,,Intermediate
Sporty Chunky One-Piece Jacket,718,3.66,Jackets,Independent Designer,Nicole Wang,English,1,,Intermediate
Cleo the Clam,719,0.00,Toys,Independent Designer,Theresa,English,1,4,Beginner
Apples and Tomatoes Blanket,720,3.89,Homeware,Independent Designer,QuartermoonCrochet,English,1,,Beginner
Pink V-Stitch Baby Throw in Lion Brand Babysoft Prints - Downloadable PDF,721,0.00,Blankets,Lion Brand,Lion Brand,English,1,3,Beginner
Simple Crochet Cardigan Pattern for a Lady,722,2.49,Cardigans,Independent Designer,UK Craft Store,English,1,4,Beginner
Crochet Lovey Pattern Blanket Ginger Kitty Cat Kitten Security Blanket Crochet Lovey Blanket Toy Blankie Baby Blanket Toy Crochet Comforter Snuggle,723,4.00,Toys,Independent Designer,TatieSoftToys,English,1,17,Intermediate
Green Hill Palm Tree – Amigurumi Pattern (PDF),724,2.22,Toys,Independent Designer,Danielle Magalhães,English,1,12,Beginner
Little Bo Sheep Amigurumi in Lion Brand Go For Faux & Feels Like Butta - M21069 FB GF - Downloadable PDF,725,0.00,Toys,Lion Brand,Lion Brand,English,1,4,Beginner
Crochet Starfishes,726,0.78,Toys,Independent Designer,HelgaTee,English,1,,
Capybara Amigurumi,727,0.00,Amigurumi,Independent Designer,Made by Luna,English,1,7,Beginner
Mini elephant,728,1.78,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Revisto Mand in Hoooked Zpagetti Solids,729,0.00,Revisto Mand in Hoooked Zpagetti Solids,Hoooked,,Dutch|English|German,1,3,Beginner
Candy Twist Blanket,730,4.95,Homeware,Independent Designer,Harriet's Duck Crochet,English,1,20,Intermediate
5 sizes - NEO Crochet Crossed Baby Jacket,731,8.62,Cardigans,Independent Designer,Creativa Atelier,English,1,26,Intermediate
Floppy Brim Girls Hat,732,1.48,Accessories,Independent Designer,Kristine Mullen,English,1,,Beginner
Baby Cardigan in Lion Brand Touch Of Linen - M20048 TY - Downloadable PDF,733,0.00,Cardigans,Lion Brand,Sarah Zee & Lion Brand,English,1,5,Beginner
Pom Pom Baby Beanie,734,1.11,Hats,Independent Designer,Nicola Rattley,English,1,2,Beginner
Easy Knit Baby Beanie Knitting Pattern 227,735,3.32,Hats,Independent Designer,Posh Patterns,English,1,10,Beginner
Falling blossoms shawl,736,5.33,Accessories,Independent Designer,Ana D,English,1,4,Intermediate
Straight Up Scarf in Caron Simply Soft Brites - Downloadable PDF,737,0.00,Scarves & Shawls,Caron,,English,1,1,Beginner
"Crochet Sun Hat, Bucket Hat",738,4.44,Accessories,Independent Designer,Natalya1905,English,1,4,Beginner
Amigurumi Flower soft toy,739,2.59,Amigurumi,Independent Designer,Marika Uustare,English,1,,Beginner
Bursting With Love,740,4.99,Homeware,Independent Designer,Cute Crochet Makes,English,1,22,Intermediate
Animal Baby Blanket - Going Quackers,741,2.95,Homeware,Independent Designer,Helen Free,English,1,24,Intermediate
Mini Moule Hoodie,742,3.90,Sweaters,Independent Designer,The Moule Hole,English,1,15,Intermediate
Rose Windows,743,2.59,Accessories,Independent Designer,Jude Butterworth,English,1,8,Intermediate
Confetti Summer Top,744,5.17,Tops,Independent Designer,Leonela Cevallos,English,1,,Beginner
Beginner Single Crochet Dishcloth,745,4.44,Homeware,Independent Designer,Sonya Blackstone,English,1,6,Beginner
Decorative Teething Ring in Lion Brand Feels Like Butta - M23048 FB - Downloadable PDF,746,0.00,Accessories,Lion Brand,Lion Brand,English,1,6,Beginner
CUP6 Shell matinee coat,747,3.30,Cardigans,Independent Designer,Mrs Shears,English,1,,
Flying Dragon,748,2.78,Homeware,Independent Designer,Yarn Mosaics by Melanie O'Kane,English,1,10,Intermediate
Crochet Pattern Pokémon Baby Charmander,749,1.64,Toys,Independent Designer,amigoll9,English,1,7,Beginner
Grinch,750,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,30,Intermediate
Viola Floral Top,751,0.00,Viola Floral Top,Independent Designer,Amanda Maciel,English,1,,Beginner
Poet Dog Sweater in Lion Brand Homespun - L32350,752,0.00,Pet Clothing,Lion Brand,,English,1,,
Pink Flamingo Amigurumi,753,0.00,Toys,Independent Designer,Amanda Maciel,English,1,8,Beginner
Nerida Scalloped Top,754,0.00,Nerida Scalloped Top,Independent Designer,Amanda Maciel,English,1,6,Beginner
Daisy Granny Square Cardigan,755,1.85,Cardigans,Independent Designer,AlenaCharity Limbithu,English,1,6,Intermediate
Pine Cone Cloth and Puff,756,3.00,Homeware,Independent Designer,Sandra Paul,English,1,14,Beginner
Granny Square Bags in Lily Sugar 'n Cream Solids,757,0.00,Accessories,Lily Sugar 'n Cream,,English,7,,
030 Bullfinch potholder decor,758,2.31,Homeware,Independent Designer,LittleOwlsHut,English,1,11,Intermediate
Knotted Beanie,759,2.44,Accessories,Independent Designer,Crafty Creations,English,1,3,Beginner
Waves Ladies Top,760,3.25,Tops,Independent Designer,Peach.Unicorn,English,1,4,Beginner
Beryl Shawl,761,5.00,Accessories,Independent Designer,Loopy Handmade,English,1,,Beginner
Velvet Scrunchies,762,0.00,Accessories,Independent Designer,Time to Yarn Me Up,English,1,19,Beginner
6-Day Viral Kid Blanket,763,2.96,Homeware,Independent Designer,Betty McKnit,English,1,,Beginner
QUATTRO STAGIONI CARDI,764,4.07,Cardigans,Independent Designer,Crojennifer,English,1,14,Beginner
Harvest Moon Floral Block,765,1.85,Cushions,Independent Designer,The Floral Hook,English,1,44,Intermediate
Minion Stuart by AradiyaToys,766,0.00,Toys,Independent Designer,AradiyaToys,English|French|German|Russian|Spanish,1,21,Intermediate
Precious Words One-Piece Baby Blanket,767,3.25,Homeware,Independent Designer,Peach.Unicorn,English,1,8,Beginner
Baby Octopus,768,0.00,Toys,Independent Designer,Jade Gauthier-Boutin,English|French,1,8,Beginner
143 TLC Designs HOUSE,769,3.70,Homeware,Independent Designer,Tricia Crow,English,1,,Beginner
Pretty Crochet Horse,770,4.44,Toys,Independent Designer,Heather Kumpf,English,1,,Beginner
Seamus Scally Cap (Child Sizes),771,4.44,Accessories,Independent Designer,Jenny Clayton,English,1,8,Intermediate
"Crochet Pattern Baby Blanket, Cardigan and Booties",772,1.19,Homeware,Independent Designer,TatjanaBoutique,English,1,8,Intermediate
Jacket in Lana Grossa Gomitolo Denim - 05 - Downloadable PDF,773,0.00,Cardigans,Lana Grossa,,English,1,3,Intermediate
Easy Poncho,774,1.67,Ponchos,Independent Designer,Kris of Light and Joy Designs,English,1,,Beginner
Boardwalk Bag,775,4.07,Accessories,Independent Designer,The Crochet Village,English,1,9,Intermediate
Hook Case,776,4.44,Hook Case,Independent Designer,Lori-Anne Carr,English,1,5,Intermediate
Bauhaus Circle C2C Crochet Pattern,777,4.31,Homeware,Independent Designer,KnitsMagic,English,1,26,Beginner
The Basic Bonnet,778,3.70,Hats,Independent Designer,Sophiaknits87,English,1,4,Beginner
Crochet Cat Bookmark,779,2.40,Crochet Cat Bookmark,Independent Designer,IckleBuddies,English,1,8,Advanced
Rainfall Cardigan,780,5.55,Cardigans,Independent Designer,Little Golden Nook,English,1,9,Beginner
Simple Bobble Hat Jasper,781,4.00,Hats,Independent Designer,Pure Hand Knits,English,1,24,Beginner
Gnome,782,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Baubles and Berries Wrap,783,5.00,Accessories,Independent Designer,Sandra Paul,English,1,11,Intermediate
Arrows Down Shawl,784,5.55,Accessories,Independent Designer,Atty*s,Dutch|English,1,22,Beginner
59 To The Moon,785,3.70,Homeware,Independent Designer,Tricia Crow,English,1,,Intermediate
So Natural Mandala,786,4.27,Homeware,Independent Designer,Renata Saj,Dutch|English,1,11,Intermediate
Sampler Squares Baby Blanket in Caron Simply Soft - Downloadable PDF,787,0.00,Blankets,Caron,,English,1,2,Intermediate
Ivy Leaves garland trail,788,2.50,Homeware,Independent Designer,Luna Crochet Designs,English,1,5,Beginner
Top Down Socks,789,0.00,Socks,Independent Designer,Cobbler's Cabin,English,1,3,Intermediate
International Women's Day flowers,790,0.00,Homeware,Independent Designer,Gava Crochet,English,1,2,Beginner
Frog Applique,791,1.85,Frog Applique,Independent Designer,Little Bamboo Handmade,English|French|German,1,22,Beginner
Baby Cardigan and Booties,792,1.09,Cardigans,Independent Designer,TatjanaBoutique,English,1,5,Intermediate
Wavy Waves Plant Hanger,793,1.85,Homeware,Independent Designer,Taralah Williams,English,1,13,Intermediate
Amigurumi Jellyfish Bella,794,5.55,Toys,Independent Designer,ayr@z,English,1,4,Beginner
Shoulders in the Sun Top - Free Crochet Pattern for Women in Paintbox Yarns Cotton DK & Metallic DK - Downloadable PDF,795,0.00,Tops,Paintbox Yarns,,English,1,7,Intermediate
Sweet Spring Green,796,2.99,Homeware,Independent Designer,Sweetpeafamily,English,1,3,Beginner
Tiny Snowflakes Baby Blanket in Caron Simply Soft - Downloadable PDF,797,0.00,Blankets,Caron,,English,1,2,Intermediate
Green Girl Dress,798,2.59,Dresses,Independent Designer,Crafting Wheel,English,1,6,Beginner
Amigurumi dragon Drachilein,799,0.00,Toys,Independent Designer,schneck007,German,1,39,Advanced
Seahorse crochet pattern keychain Amigurumi sea animal mini toy Car hanging Crochet keyring bag charm,800,2.50,Toys,Independent Designer,Viktoria Petakh,English,1,7,Beginner
Kylie Fingerless Mitts,801,0.00,Accessories,Independent Designer,Stefanie Bold,English|German,1,8,Beginner
Preemie hat,802,1.00,Hats,Independent Designer,One Creative Cat,English,1,1,Beginner
FREE Crochet Oreo,803,0.00,Toys,Independent Designer,arianarosecreates,English,1,3,Beginner
Lil Denim Cardi,804,2.21,Sweaters,Independent Designer,Ashleigh Kiser | Sewrella,English,1,,Intermediate
Stripe a Pose Sweater,805,7.98,Sweaters,Independent Designer,CrochetHighway,English,1,14,Beginner
Handtied bouquet crochet cushion,806,7.80,Cushions,Independent Designer,KATE EASTWOOD,English,1,11,Intermediate
Bamboo Pop Dolls in Universal Yarn Bamboo Pop - Downloadable PDF,807,0.00,Bamboo Pop Dolls in Universal Yarn Bamboo Pop - Downloadable PDF,Universal Yarn,,English,6,60,Advanced Beginner
Birdbrain Chicken Hat,808,3.70,Accessories,Independent Designer,Sharpin Designs,English,1,,Intermediate
Bonnie Beanie - Free Hat Crochet Pattern For Babies in Paintbox Yarns Baby DK Prints by Paintbox Yarns,809,0.00,Hats,Paintbox Yarns,,English,1,4,Beginner
'Blueberry' 5 Piece set - Premature to 24 Months,810,5.50,Booties,Independent Designer,Caroline Richards,English,1,,Intermediate
Striped Pouch - Free Bag Crochet Pattern in Paintbox Yarns 100% Wool Worsted - Downloadable PDF,811,0.00,Striped Pouch - Free Bag Crochet Pattern in Paintbox Yarns 100% Wool Worsted - Downloadable PDF,Paintbox Yarns,,English,1,4,Beginner
Samson Baby Blanket,812,5.63,Homeware,Independent Designer,patternandcraft,English,1,25,Beginner
Norman The Sheep - Free Toy Crochet Pattern For Kids in Paintbox Yarns Cotton Aran by Paintbox Yarns,813,0.00,Toys,Paintbox Yarns,PB,English,1,5,Intermediate
Peony Cardigan,814,2.22,Cardigans,Independent Designer,Maria's Blue Crayon,English,1,,Intermediate
Tiny Magic Frog,815,0.00,Toys,Independent Designer,Ilaria and Irene Amigurumi Crochet-Alongs,English,1,5,Beginner
Green Agate Top,816,4.36,Tops,Independent Designer,annelies baes,Dutch|English,1,16,Intermediate
Hollow knight,817,3.45,Hollow knight,Independent Designer,Abygurumisss,English,1,9,Beginner
Japanese Knot Bag,818,3.33,Japanese Knot Bag,Independent Designer,Vivmade,English,1,8,Beginner
Crochet Pattern for the easy dog coat!,819,0.86,Crochet Pattern for the easy dog coat!,Independent Designer,amigoll9,English,1,6,Beginner
Essential Christmas Crochet Ebook - Free Crochet Pattern For Christmas by Paintbox Yarns,820,0.00,Essential Christmas Crochet Ebook - Free Crochet Pattern For Christmas by Paintbox Yarns,Paintbox Yarns,Paintbox Yarns,English,3,21,Intermediate
The Viking: Hat for Cats,821,4.07,The Viking: Hat for Cats,Independent Designer,iheartneedlework,English,1,,Intermediate
Giles the Giraffe,822,3.50,Toys,Independent Designer,Moji-Moji Design,English,1,8,Beginner
Granny Stitch Baby Cardigan,823,2.50,Cardigans,Independent Designer,Charlis Craft,English,1,18,Intermediate
Granny Stripes Vest,824,8.50,Waistcoats,Independent Designer,Realm Designs,English,1,,Intermediate
Golden Boy the golden retriever dog,825,5.58,Toys,Independent Designer,Son's Popkes,English,1,,Intermediate
Gingham Granny Square Baby Blanket,826,3.70,Homeware,Independent Designer,Deborah O'Leary,English,1,8,Beginner
Lion toy,827,5.17,Toys,Independent Designer,Olga Piliponis,English,1,,Intermediate
Snail,828,2.99,Toys,Independent Designer,Little Conkers,English,1,16,Advanced
"Apple, Pear and Banana - Fruit Collection",829,4.59,Toys,Independent Designer,Little Conkers,English,1,,Intermediate
Tiny Frog,830,2.92,Toys,Independent Designer,Poppet Moon Crochet,English,1,8,Intermediate
Boho Crop Top,831,3.70,Tops,Independent Designer,KnitcroAddict,English,1,7,Beginner
Spring Garden Baby Blanket,832,3.11,Homeware,Independent Designer,Lullaby Lodge,English,1,4,Intermediate
"Hedgehog - Small, Medium & Large Crocheted in King Cole Tinsel Chunky and Dollymix DK - 9148 - Downloadable PDF",833,2.99,Toys,King Cole,,English,3,4,Intermediate
Lelant Top,834,4.00,Tops,Independent Designer,CamexiaDesigns,English,,,Beginner
Totally Crochet Tote in Sirdar Jewelspun Ombre - Downloadable PDF,835,3.95,Totally Crochet Tote in Sirdar Jewelspun Ombre - Downloadable PDF,Sirdar,,English,1,8,Beginner
Spring Stripes Blanket,836,5.00,Homeware,Independent Designer,Little Duck Crochet,English,1,,Intermediate
Crochet Booties in Bernat Baby,837,0.00,Booties,Bernat,,English,1,,
Maxine Afghan,838,4.81,Homeware,Independent Designer,KMW Crochet Designs,English,1,279,Intermediate
Fox Tuanzi Keychain Crochet Pattern,839,0.74,Toys,Independent Designer,SLN Hand Made with Love,English,1,4,Beginner
161 Dog Decor or Potholder,840,2.52,Homeware,Independent Designer,LittleOwlsHut,English,1,16,Beginner
Bubble Up Crochet Blanket in Bernat Bundle Up - Downloadable PDF,841,0.00,Blankets,Bernat,,English,1,2,Beginner
